,CreditScore,Country,Gender,Age,Tenure,Balance,NumOfProducts,HasCreditCard,IsActiveMember,Salary,Churn
2768,676,Germany,Female,26,1,108348.66,1,0,0,60231.74,1
2769,491,Germany,Male,19,2,125860.2,1,0,0,129690.5,0
2770,584,France,Male,49,8,172713.44,1,1,0,113860.81,0
2771,810,France,Female,51,5,0.0,2,0,1,184524.74,0
2772,745,Spain,Female,59,8,0.0,1,1,1,36124.98,0
2773,625,France,Female,39,3,130786.92,1,0,1,121316.07,0
2774,535,France,Female,29,2,112367.34,1,1,0,185630.76,0
2775,729,Spain,Female,45,7,91091.06,2,1,0,71133.12,0
2776,655,France,Female,26,7,106198.5,1,0,1,32020.42,0
2777,751,France,Male,47,5,142669.93,2,1,0,162760.96,0
2778,525,France,Male,33,1,112833.35,1,0,1,175178.56,0
2779,532,France,Female,40,5,0.0,2,0,1,177099.71,0
2780,696,Spain,Female,43,4,0.0,2,1,1,66406.37,0
2781,786,Germany,Female,32,2,104336.43,2,0,0,59559.81,0
2782,580,France,Male,55,6,104305.74,1,0,1,175750.21,0
2783,596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0
2784,683,France,Male,39,4,0.0,2,1,0,,0
2785,747,France,Female,45,1,114959.12,1,1,0,189362.39,1
2786,602,France,Male,33,5,164704.38,1,0,1,180716.1,1
2787,779,France,Male,62,10,119096.55,1,0,1,116977.89,0
2788,551,France,Male,31,1,0.0,2,1,1,185105.44,0
2789,666,France,Male,47,2,0.0,1,1,0,35046.97,1
2790,526,Spain,Male,30,8,0.0,1,1,0,36251.0,0
2791,849,France,Female,41,9,115465.28,1,1,0,103174.5,0
2792,471,France,Female,27,4,0.0,2,1,0,122642.09,0
2793,628,Spain,Male,43,3,184926.61,1,1,0,122937.57,0
2794,674,Germany,Male,43,8,85957.88,2,1,0,8757.39,0
2795,797,France,Male,32,10,114084.6,1,0,1,125782.29,0
2796,590,Spain,Female,29,2,166930.76,2,1,0,122487.73,0
2797,588,France,Female,27,8,0.0,1,1,0,,0
2798,577,France,Male,29,7,0.0,2,1,1,55473.15,0
2799,571,France,Female,38,6,107193.82,2,0,0,38962.94,0
2800,680,France,Male,36,3,116275.12,1,1,1,63795.8,0
2801,648,Spain,Female,27,7,0.0,2,1,1,163060.43,0
2802,618,France,Male,39,2,91068.56,1,1,0,26578.69,0
2803,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0
2804,759,France,Female,39,6,0.0,2,1,1,140497.67,0
2805,585,France,Male,40,7,0.0,2,0,0,146156.98,0
2806,774,France,Female,42,3,137781.65,1,0,0,199316.19,0
2807,697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0
2808,605,Spain,Male,39,10,105317.73,2,1,0,,0
2809,676,France,Male,20,1,80569.73,1,0,0,68621.98,0
2810,678,France,Female,22,4,174852.89,1,1,1,28149.06,0
2811,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1
2812,787,France,Female,85,10,0.0,2,1,1,116537.96,0
2813,770,France,Male,36,2,89800.14,1,1,1,105922.69,0
2814,817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1
2815,659,France,Male,43,1,106086.42,2,1,0,26900.63,0
2816,693,France,Male,21,1,0.0,2,1,1,3494.02,0
2817,744,France,Male,47,9,0.0,2,1,0,113163.17,0
2818,829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0
2819,716,France,Male,38,4,0.0,2,1,0,189678.7,0
2820,671,France,Male,34,7,106603.74,2,1,1,26387.71,0
2821,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0
2822,636,France,Female,38,1,0.0,1,1,0,45015.38,0
2823,649,Spain,Male,29,2,45022.23,1,1,1,,0
2824,621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0
2825,784,Spain,Male,48,7,0.0,2,1,1,,0
2826,783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0
2827,615,France,Male,32,4,0.0,2,1,1,6225.63,0
2828,791,France,Female,44,5,0.0,2,1,1,123977.86,1
2829,762,France,Male,53,1,102520.37,1,1,1,170195.4,0
2830,607,France,Male,35,2,0.0,2,1,1,114190.3,0
2831,601,France,Female,34,5,0.0,2,1,0,27022.57,0
2832,540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0
2833,812,France,Male,44,4,115049.15,2,1,0,165038.41,0
2834,685,France,Male,58,1,104796.54,1,1,1,154181.41,0
2835,680,France,Male,33,1,123082.08,1,1,0,134960.98,0
2836,680,Spain,Female,58,8,0.0,2,1,1,65708.5,0
2837,631,France,Female,33,8,0.0,2,0,0,,0
2838,569,France,Female,43,7,0.0,2,1,1,,0
2839,584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0
2840,582,France,Female,40,9,0.0,3,1,1,60954.45,0
2841,609,France,Male,32,7,71872.19,1,1,1,151924.9,0
2842,506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0
2843,503,France,Male,42,8,104430.08,1,1,1,147557.71,0
2844,503,France,Female,28,5,0.0,2,1,0,125918.17,0
2845,806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0
2846,653,France,Female,31,7,102575.04,1,1,1,11043.54,0
2847,666,France,Male,43,7,137780.74,2,1,1,119100.05,1
2848,674,Spain,Male,32,2,0.0,2,1,0,140579.17,0
2849,798,France,Male,32,7,0.0,2,0,1,37731.95,0
2850,740,France,Female,30,8,105209.54,1,1,0,1852.58,0
2851,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0
2852,614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1
2853,556,France,Male,35,10,0.0,2,1,1,192751.18,0
2854,678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0
2855,587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0
2856,527,Spain,Female,36,6,0.0,2,1,1,,0
2857,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0
2858,468,Spain,Male,28,3,0.0,2,1,0,170661.02,0
2859,693,France,Male,29,2,151352.74,1,0,0,197145.89,0
2860,483,France,Female,44,5,136836.49,1,1,0,192359.9,1
2861,466,France,Male,40,4,91592.06,1,1,0,141210.18,1
2862,770,France,Female,30,8,0.0,2,1,0,100557.03,0
2863,734,France,Female,54,3,0.0,1,1,0,130805.54,1
2864,716,France,Female,22,8,0.0,2,1,1,92606.98,0
2865,439,France,Male,36,2,165536.28,2,1,1,123956.83,0
2866,538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0
2867,743,France,Male,40,8,68155.59,1,1,0,,0
2868,734,Spain,Female,43,3,55853.33,2,0,1,94811.85,1
2869,656,France,Male,37,2,0.0,2,0,1,67840.81,0
2870,666,France,Female,31,2,79589.43,1,0,0,4050.57,0
2871,627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0
2872,480,Germany,Female,25,3,174330.35,2,0,0,,0
2873,792,France,Male,19,7,143390.51,1,1,0,33282.84,0
2874,613,Germany,Male,59,8,91415.76,1,0,0,27965.0,1
2875,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0
2876,539,France,Female,24,3,0.0,2,1,1,198161.07,0
2877,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0
2878,810,Germany,Male,35,3,96814.46,2,1,1,120511.03,0
2879,763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0
2880,640,France,Female,29,3,0.0,2,1,0,2743.69,0
2881,655,France,Female,47,10,0.0,2,1,0,167778.62,0
2882,526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0
2883,678,France,Female,28,4,0.0,2,1,1,144423.17,1
2884,554,France,Female,45,6,0.0,2,1,1,181204.5,0
2885,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1
2886,560,Spain,Female,28,1,0.0,2,1,1,120880.72,0
2887,850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1
2888,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1
2889,623,Germany,Male,42,1,149332.48,2,1,0,100834.22,0
2890,620,France,Male,32,7,0.0,2,1,1,,0
2891,561,France,Male,21,4,0.0,1,1,1,36942.35,0
2892,753,France,Female,39,7,155062.8,1,1,1,16460.77,0
2893,721,Spain,Male,43,3,88798.34,1,0,0,45610.63,0
2894,451,France,Male,33,6,0.0,2,1,0,184954.11,0
2895,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1
2896,590,Spain,Female,23,7,0.0,2,1,0,196789.9,0
2897,634,Germany,Male,27,3,107027.52,1,1,0,173425.68,0
2898,676,France,Male,29,4,140720.93,1,1,0,36221.18,0
2899,642,France,Male,30,8,80964.57,2,1,0,174738.2,0
2900,760,France,Male,39,6,178585.46,1,1,0,,1
2901,736,Spain,Female,26,4,135889.13,1,1,1,165692.03,0
2902,656,France,Male,43,7,134919.85,1,1,0,,0
2903,832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0
2904,631,Germany,Male,37,9,131519.49,2,1,1,51752.18,0
2905,795,Spain,Female,56,5,0.0,1,1,0,35418.69,1
2906,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0
2907,615,France,Male,39,4,133707.09,1,1,1,108152.75,0
2908,682,France,Female,27,1,97893.2,1,1,0,166144.98,0
2909,694,France,Male,34,5,127900.03,1,1,0,101737.8,0
2910,694,France,Male,37,10,143835.47,1,0,1,33326.71,0
2911,607,France,Male,44,0,0.0,2,1,1,81140.09,0
2912,664,France,Male,48,10,0.0,1,1,0,140173.17,1
2913,756,France,Male,60,2,0.0,1,1,1,166513.49,1
2914,645,France,Female,40,3,129596.77,1,1,1,103232.6,0
2915,653,Spain,Male,30,4,0.0,2,1,0,120736.04,0
2916,710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1
2917,697,France,Female,76,7,0.0,2,0,1,188772.45,0
2918,619,Germany,Female,41,8,142015.76,2,1,0,114323.66,0
2919,648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0
2920,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1
2921,548,France,Female,28,8,116755.5,2,1,1,158585.17,1
2922,752,Spain,Male,44,6,83870.33,1,1,0,178722.24,0
2923,648,France,Female,39,6,130694.89,2,1,1,153955.38,1
2924,643,Spain,Female,34,8,117451.47,1,1,0,,0
2925,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0
2926,686,France,Female,39,3,111695.62,1,0,0,136643.84,0
2927,644,France,Female,40,9,137285.26,4,1,0,77063.63,1
2928,702,France,Female,29,6,149218.39,1,1,1,9633.01,0
2929,652,France,Male,51,7,0.0,2,0,1,43496.36,0
2930,641,Spain,Male,32,7,0.0,2,1,1,24267.28,0
2931,692,Germany,Female,41,8,130701.29,1,1,0,59354.24,1
2932,574,Spain,Male,34,5,0.0,2,0,0,28269.86,0
2933,643,France,Female,31,3,167949.48,1,1,0,143162.34,0
2934,834,France,Male,23,4,131254.81,1,1,0,20199.3,0
2935,591,France,Male,28,5,0.0,2,1,1,48606.92,0
2936,470,Spain,Male,34,9,0.0,2,0,1,89013.67,0
2937,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0
2938,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1
2939,665,France,Female,38,5,0.0,2,1,0,156439.56,0
2940,651,France,Female,39,6,0.0,1,1,0,24176.44,0
2941,555,Germany,Male,62,4,119817.33,1,0,1,43507.1,1
2942,637,France,Female,48,7,130806.99,2,1,1,,1
2943,675,France,Female,49,0,0.0,1,1,1,80496.71,1
2944,677,Spain,Male,40,5,0.0,2,1,0,88947.56,0
2945,850,Germany,Female,35,2,80931.75,1,0,0,12639.67,1
2946,815,France,Female,56,3,0.0,3,1,1,94248.16,1
2947,665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0
2948,485,France,Female,27,3,0.0,2,1,0,141449.86,0
2949,577,Spain,Male,43,6,0.0,2,1,1,149457.81,0
2950,722,Germany,Male,29,1,107233.85,2,1,0,,0
2951,528,France,Female,27,7,176227.07,2,0,1,,0
2952,542,France,Female,39,4,109949.39,2,1,1,41268.65,0
2953,552,France,Female,34,5,0.0,2,1,1,1351.41,0
2954,678,France,Female,60,10,117738.81,1,1,0,,1
2955,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0
2956,669,France,Female,43,1,160474.59,1,1,1,95963.14,0
2957,636,France,Male,43,6,0.0,2,1,0,43128.95,0
2958,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1
2959,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1
2960,637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0
2961,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0
2962,801,France,Female,32,4,75170.54,1,1,1,,0
2963,692,France,Female,42,2,0.0,2,1,0,145222.93,0
2964,585,France,Female,28,6,105795.9,1,1,1,41219.09,0
2965,590,France,Male,32,5,0.0,2,1,0,,0
2966,554,Spain,Male,66,8,0.0,2,1,1,116747.62,0
2967,690,France,Female,26,3,118097.87,1,1,0,61257.83,0
2968,697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0
2969,610,France,Male,36,4,129440.3,2,1,0,102638.35,0
2970,599,Spain,Male,36,4,0.0,2,0,0,13210.56,0
2971,544,France,Male,23,1,96471.2,1,1,0,35550.97,0
2972,548,France,Female,46,1,0.0,1,1,1,104469.06,1
2973,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0
2974,722,France,Male,20,6,0.0,2,1,0,195486.28,0
2975,564,France,Female,33,4,135946.26,1,1,0,63170.0,0
2976,719,France,Male,69,3,0.0,2,1,1,58320.06,0
2977,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1
2978,850,France,Female,42,8,0.0,1,1,0,19632.64,1
2979,667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0
2980,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0
2981,525,France,Male,26,7,153644.39,1,1,1,63197.88,0
2982,606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0
2983,686,Germany,Female,27,1,115095.88,2,0,0,78622.46,0
2984,827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0
2985,572,France,Male,33,9,68193.72,1,1,0,19998.31,0
2986,726,France,Female,32,8,0.0,2,0,0,185075.63,0
2987,579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0
2988,598,Spain,Female,56,4,98365.33,1,1,1,44251.33,0
2989,663,France,Male,36,10,0.0,2,1,0,,0
2990,505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0
2991,576,Germany,Male,30,7,132174.41,2,0,0,93767.03,0
2992,555,Spain,Female,24,2,0.0,2,0,1,197866.55,0
2993,524,France,Male,30,1,0.0,2,1,0,126812.85,0
2994,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0
2995,850,Germany,Female,32,0,116968.91,1,0,0,175094.62,0
2996,603,Germany,Male,35,1,105346.03,2,1,1,,0
2997,691,France,Male,26,9,136623.19,1,1,0,153228.0,0
2998,583,France,Female,29,10,0.0,2,1,1,,0
2999,584,France,Female,66,5,0.0,1,1,0,,1
3000,679,France,Female,33,6,0.0,2,1,1,98015.85,0
3001,646,France,Male,36,6,124445.52,1,1,0,88481.32,0
3002,559,France,Female,34,5,68999.66,2,1,1,66879.27,0
3003,595,Spain,Male,36,6,85768.42,1,1,1,24802.77,0
3004,527,France,Male,47,1,0.0,1,1,0,21312.16,1
3005,684,Spain,Male,34,9,100628.0,2,1,1,190263.78,0
3006,673,Spain,Female,32,0,0.0,1,1,1,72873.33,0
3007,802,Spain,Male,38,7,0.0,2,0,1,57764.65,0
3008,675,France,Male,54,6,0.0,1,1,0,110273.84,1
3009,762,Spain,Female,19,6,0.0,2,1,0,55500.17,0
3010,580,France,Male,50,0,125647.36,1,1,0,57541.08,1
3011,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0
3012,411,France,Female,36,10,0.0,1,0,0,120694.35,0
3013,815,France,Male,24,7,171922.72,1,0,1,,0
3014,631,Germany,Female,32,2,146810.99,2,1,1,180990.29,0
3015,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1
3016,638,France,Male,57,6,0.0,1,1,0,33676.48,1
3017,791,Spain,Male,25,7,0.0,1,1,0,,0
3018,516,France,Male,35,5,128653.59,1,1,0,127558.26,0
3019,734,France,Male,37,3,80387.81,1,0,1,77272.62,0
3020,611,France,Male,58,8,0.0,2,0,1,107665.68,1
3021,850,Germany,Male,43,0,108508.82,3,1,0,184044.8,1
3022,641,France,Male,31,10,155978.17,1,1,0,91510.71,0
3023,585,France,Female,38,5,0.0,1,1,1,87363.56,0
3024,552,Germany,Male,50,4,121175.56,1,1,0,117505.07,1
3025,507,France,Female,29,4,89349.47,2,0,0,180626.68,0
3026,735,Spain,Male,38,7,86131.71,2,0,0,93478.96,0
3027,707,France,Female,58,3,102346.86,1,1,1,114672.64,0
3028,698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0
3029,841,France,Male,31,2,0.0,2,1,0,173240.52,0
3030,688,Spain,Female,33,2,0.0,1,0,0,27557.18,1
3031,614,France,Male,51,3,0.0,2,1,1,5552.37,0
3032,511,Germany,Male,48,6,149726.08,1,0,0,88307.87,1
3033,738,France,Male,35,5,161274.05,2,1,0,,0
3034,422,France,Female,33,2,0.0,2,1,0,102655.31,0
3035,537,Spain,Male,30,1,103138.17,1,1,1,,0
3036,707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0
3037,664,Germany,Male,33,7,97286.16,2,1,0,143433.33,0
3038,850,France,Female,33,7,118004.26,1,1,0,183983.82,0
3039,584,Spain,Male,32,9,85534.83,1,0,0,169137.24,0
3040,560,Spain,Female,43,4,95140.44,2,1,0,123181.44,1
3041,629,France,Female,31,6,0.0,1,1,1,16447.6,1
3042,658,France,Male,25,3,0.0,2,0,1,173948.4,0
3043,794,Germany,Female,54,1,75900.84,1,1,1,192154.66,0
3044,790,France,Female,41,2,126619.27,1,1,0,198224.38,0
3045,640,France,Male,44,7,111833.47,1,1,0,,0
3046,652,Spain,Male,37,7,0.0,2,1,0,68789.93,0
3047,583,France,Female,57,3,238387.56,1,0,1,147964.99,1
3048,775,France,Female,32,2,108698.96,2,1,1,161069.73,0
3049,584,France,Female,39,2,112687.69,1,1,1,127749.61,0
3050,635,Germany,Female,48,4,81556.89,2,1,0,191914.37,0
3051,814,France,Male,48,9,136596.85,1,1,1,,0
3052,735,Germany,Female,43,9,98807.45,1,0,0,184570.04,1
3053,678,France,Female,31,1,0.0,2,0,1,130446.65,0
3054,693,France,Male,37,1,0.0,2,1,1,82867.55,0
3055,640,France,Female,30,6,107499.7,1,1,1,187632.22,0
3056,773,Spain,Female,23,8,0.0,2,1,0,56759.79,0
3057,736,France,Female,30,9,0.0,2,1,0,34180.33,0
3058,693,France,Female,28,8,0.0,2,1,1,158545.25,0
3059,496,France,Female,41,1,176024.05,2,1,0,182337.98,0
3060,751,France,Female,39,3,0.0,2,1,1,84175.34,0
3061,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1
3062,754,Spain,Female,19,9,0.0,1,1,0,189641.11,0
3063,568,Germany,Female,26,10,109819.16,2,1,0,154491.39,0
3064,592,Spain,Female,41,2,138734.94,1,1,0,,0
3065,558,Germany,Male,25,10,111363.1,2,1,0,197264.35,0
3066,825,France,Male,34,9,0.0,2,1,1,31933.06,0
3067,677,Germany,Male,28,0,143988.0,2,1,0,8755.69,1
3068,653,France,Male,34,5,118838.75,1,1,1,52820.13,0
3069,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0
3070,601,Germany,Male,35,8,71553.83,1,1,0,177384.45,0
3071,786,France,Female,62,8,0.0,1,1,1,165702.64,0
3072,654,France,Female,40,3,0.0,2,1,0,167889.1,0
3073,572,France,Female,38,7,0.0,2,1,1,133122.62,0
3074,813,France,Female,62,10,64667.95,2,0,1,140454.14,0
3075,523,France,Female,28,2,121164.11,1,1,1,59938.81,0
3076,506,Spain,Male,50,3,0.0,2,1,0,12016.79,0
3077,513,Spain,Male,72,3,98903.06,1,1,1,81251.24,0
3078,664,France,Female,31,7,104158.84,1,1,0,134169.85,0
3079,684,France,Male,54,6,0.0,2,1,1,94888.6,0
3080,608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1
3081,527,France,Female,25,6,0.0,2,0,1,96758.58,0
3082,666,France,Male,53,5,64646.7,1,1,0,128019.48,1
3083,629,France,Female,40,6,0.0,2,1,1,139356.3,0
3084,430,France,Male,35,1,118894.22,1,0,0,2923.61,0
3085,712,France,Male,24,2,0.0,1,0,1,121232.51,0
3086,682,France,Male,30,9,0.0,2,1,1,2053.42,0
3087,634,France,Female,41,8,68213.99,1,1,1,6382.46,0
3088,487,Spain,Female,31,1,0.0,2,1,0,,0
3089,808,Spain,Male,47,8,139196.0,1,0,1,74028.36,0
3090,527,France,Female,32,7,0.0,2,1,1,44099.75,0
3091,802,Spain,Male,40,5,0.0,2,1,1,175043.69,0
3092,850,France,Female,43,3,0.0,2,0,0,2465.8,0
3093,738,France,Male,18,4,0.0,2,1,1,47799.15,0
3094,817,France,Male,34,5,129278.43,1,0,0,165562.84,0
3095,735,France,Male,31,3,119558.35,1,0,0,72927.68,0
3096,619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0
3097,671,France,Male,27,5,0.0,2,0,0,120893.07,0
3098,581,Spain,Female,31,6,0.0,2,1,0,,0
3099,690,Spain,Male,36,10,0.0,2,1,0,55902.93,0
3100,688,Spain,Female,24,3,0.0,2,1,1,102195.16,0
3101,599,Spain,Female,28,4,126833.79,2,1,0,60843.09,1
3102,729,Germany,Male,29,5,109676.52,1,1,1,25548.47,0
3103,718,France,Female,29,3,0.0,1,0,1,134462.29,0
3104,712,Germany,Male,53,6,134729.99,2,1,1,132702.64,0
3105,474,France,Male,37,3,98431.37,1,0,0,75698.44,0
3106,565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0
3107,658,France,Female,31,7,123974.96,1,1,0,,0
3108,714,France,Male,63,4,138082.16,1,0,1,166677.54,0
3109,725,France,Male,45,1,129855.32,1,0,0,24218.65,0
3110,825,France,Male,40,6,132308.22,1,0,0,117122.5,0
3111,665,Germany,Female,45,5,155447.65,2,1,0,,1
3112,670,Spain,Male,35,2,124268.64,2,0,1,84321.03,0
3113,474,Germany,Female,34,9,176311.36,1,1,0,160213.27,0
3114,591,France,Male,40,2,99886.42,2,1,1,88695.19,0
3115,508,France,Female,31,7,0.0,2,1,1,,0
3116,695,France,Female,36,2,0.0,2,0,1,167749.54,0
3117,660,Germany,Male,24,5,85089.3,1,1,1,71638.0,0
3118,687,Germany,Male,41,10,134318.21,2,1,1,198064.52,0
3119,658,Germany,Male,29,5,75395.53,2,0,1,54914.92,0
3120,739,Spain,Male,60,4,0.0,1,1,1,51637.67,0
3121,844,France,Male,38,7,111501.66,1,1,1,119333.38,0
3122,602,Germany,Female,48,7,76595.08,2,0,0,127095.14,0
3123,759,France,Female,33,9,160541.36,2,0,0,93541.14,0
3124,747,Germany,Male,38,2,129728.6,1,1,0,89289.54,0
3125,673,France,Male,47,1,0.0,2,0,0,108762.16,0
3126,671,Spain,Female,34,5,130929.02,4,1,1,28238.25,1
3127,640,Germany,Female,74,2,116800.25,1,1,1,34130.43,0
3128,630,France,Male,67,5,0.0,2,1,1,27330.27,0
3129,703,France,Female,33,8,190566.65,1,1,1,,0
3130,698,Spain,Female,47,6,0.0,1,1,0,50213.81,1
3131,742,Germany,Female,43,6,97067.69,1,0,1,60920.03,1
3132,644,France,Male,37,2,186347.97,2,1,0,92809.73,0
3133,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0
3134,777,France,Female,58,4,0.0,1,1,1,62449.07,1
3135,644,Germany,Female,40,4,77270.08,2,1,1,115800.1,1
3136,665,Germany,Female,37,3,111911.63,1,1,1,110359.68,1
3137,529,Germany,Male,72,5,94216.05,1,1,1,78695.68,0
3138,803,Spain,Female,45,7,0.0,2,1,1,128378.04,0
3139,604,Spain,Female,26,3,0.0,2,1,0,155248.62,0
3140,738,France,Male,49,6,106770.82,1,1,0,123499.27,0
3141,655,Germany,Female,72,5,138089.97,2,1,1,,0
3142,698,Germany,Male,39,9,133191.19,2,0,1,53289.49,0
3143,775,France,Female,66,9,0.0,2,1,1,67622.34,0
3144,735,France,Male,41,7,74135.85,1,1,1,11783.1,1
3145,766,Spain,Male,41,6,99208.46,2,1,0,62402.38,0
3146,537,Germany,Male,84,8,92242.34,1,1,1,186235.98,0
3147,599,Germany,Male,25,7,108380.72,1,1,1,79005.95,0
3148,674,France,Female,32,7,85757.93,1,1,1,95481.0,0
3149,570,France,Female,46,3,0.0,2,0,0,820.46,0
3150,623,Germany,Male,33,8,96759.42,1,1,1,174777.98,0
3151,710,France,Male,30,6,0.0,2,1,1,8991.17,0
3152,466,France,Male,29,6,0.0,2,1,1,2797.27,0
3153,759,France,Female,22,5,0.0,1,1,0,22303.17,0
3154,581,France,Male,71,4,0.0,2,1,1,197562.08,0
3155,820,France,Male,33,2,132150.26,2,1,0,23067.97,0
3156,759,France,Male,41,9,0.0,2,0,1,190294.12,0
3157,628,France,Female,31,6,175443.75,1,1,0,113167.17,1
3158,676,France,Male,31,3,78990.15,1,1,1,124777.14,0
3159,591,France,Female,33,4,113743.37,1,1,0,124625.08,0
3160,690,France,Female,26,5,157624.84,1,1,1,49599.27,0
3161,624,France,Female,62,7,125163.62,2,1,1,151411.5,0
3162,573,France,Female,23,2,0.0,1,1,0,122964.18,0
3163,694,France,Male,60,9,0.0,1,1,1,57088.97,0
3164,632,Spain,Female,29,7,80922.75,1,1,0,7820.78,0
3165,632,France,Male,40,3,193354.86,2,1,0,149188.41,0
3166,832,Germany,Female,40,9,107648.94,2,1,1,134638.97,0
3167,598,Germany,Female,46,7,131769.04,1,0,0,184980.23,1
3168,430,Germany,Male,36,1,138992.48,2,0,0,122373.42,0
3169,711,France,Female,37,8,113899.92,1,0,0,80215.2,0
3170,582,Germany,Male,26,6,114450.32,1,1,1,14081.64,0
3171,605,France,Male,39,3,0.0,2,1,0,199390.45,0
3172,657,France,Female,37,2,0.0,2,1,1,7667.48,0
3173,578,Spain,Male,40,6,63609.92,1,0,0,74965.61,1
3174,532,France,Male,38,9,0.0,2,0,0,30583.95,0
3175,612,France,Female,42,10,75497.51,1,0,0,149682.78,0
3176,792,France,Female,42,2,0.0,2,1,0,92664.09,0
3177,674,France,Female,26,10,0.0,2,1,1,138423.1,0
3178,680,France,Male,31,1,0.0,2,1,1,3148.2,0
3179,593,France,Female,39,0,117704.73,1,1,0,197933.5,0
3180,679,Germany,Male,35,1,130463.55,2,1,1,37341.17,0
3181,493,Spain,Male,32,8,46161.18,1,1,1,79577.4,0
3182,688,Spain,Male,42,5,0.0,2,0,0,197602.29,0
3183,769,Germany,Male,43,4,110182.54,2,1,1,87537.32,0
3184,581,Spain,Male,49,10,0.0,2,0,0,41623.59,0
3185,465,France,Male,41,9,117221.15,1,1,0,168280.95,0
3186,641,France,Female,35,4,0.0,2,0,0,125986.18,0
3187,731,Germany,Female,43,9,79120.27,1,0,0,548.52,1
3188,625,France,Male,37,1,177069.24,2,1,1,96088.54,0
3189,468,France,Male,36,3,61636.97,1,0,0,,0
3190,790,France,Male,26,5,0.0,1,1,0,20510.79,0
3191,587,Germany,Female,37,6,104414.03,1,1,0,192026.02,0
3192,692,France,Male,66,4,159732.02,1,1,1,118188.15,0
3193,676,Germany,Female,34,4,89437.03,1,1,1,189540.95,0
3194,571,France,Male,41,8,0.0,1,1,1,63736.17,0
3195,700,France,Female,32,3,0.0,1,0,0,95740.37,0
3196,445,France,Female,30,3,0.0,2,1,1,127939.19,0
3197,746,France,Male,36,7,142400.77,1,1,1,193438.69,0
3198,722,France,Female,47,2,88011.4,1,1,1,90655.94,1
3199,596,France,Male,36,2,0.0,2,1,1,12067.39,0
3200,850,Germany,Female,30,8,154870.28,1,1,1,54191.38,0
